영역,유형,표준점수,남자,여자
제2외국어 한문,프랑스어 I,42,4,16
제2외국어 한문,프랑스어 I,41,3,8
제2외국어 한문,프랑스어 I,40,3,6
제2외국어 한문,프랑스어 I,39,4,7
제2외국어 한문,프랑스어 I,38,14,14
제2외국어 한문,프랑스어 I,37,1,18
제2외국어 한문,프랑스어 I,36,3,9
제2외국어 한문,프랑스어 I,35,11,17
제2외국어 한문,프랑스어 I,34,28,26
제2외국어 한문,프랑스어 I,33,11,8
제2외국어 한문,프랑스어 I,32,4,5
제2외국어 한문,프랑스어 I,31,10,11
제2외국어 한문,프랑스어 I,30,3,2
제2외국어 한문,프랑스어 I,29,1,0
제2외국어 한문,프랑스어 I,28,1,1
제2외국어 한문,프랑스어 I,27,0,2
제2외국어 한문,프랑스어 I,26,0,1
제2외국어 한문,스페인어 I,65,0,3
제2외국어 한문,스페인어 I,64,2,7
제2외국어 한문,스페인어 I,63,0,4
제2외국어 한문,스페인어 I,62,7,28
제2외국어 한문,스페인어 I,61,13,70
제2외국어 한문,스페인어 I,60,6,20
제2외국어 한문,스페인어 I,59,17,52
제2외국어 한문,스페인어 I,58,25,53
제2외국어 한문,스페인어 I,57,10,19
제2외국어 한문,스페인어 I,56,8,30
제2외국어 한문,스페인어 I,55,9,12
제2외국어 한문,스페인어 I,54,15,24
제2외국어 한문,스페인어 I,53,5,15
제2외국어 한문,스페인어 I,52,4,19
제2외국어 한문,스페인어 I,51,12,18
제2외국어 한문,스페인어 I,50,2,11
제2외국어 한문,스페인어 I,49,6,14
제2외국어 한문,스페인어 I,48,9,6
제2외국어 한문,스페인어 I,47,11,15
제2외국어 한문,스페인어 I,46,2,5
제2외국어 한문,스페인어 I,45,3,6
제2외국어 한문,스페인어 I,44,5,13
제2외국어 한문,스페인어 I,43,3,9
제2외국어 한문,스페인어 I,42,4,7
제2외국어 한문,스페인어 I,41,2,11
제2외국어 한문,스페인어 I,40,16,17
제2외국어 한문,스페인어 I,39,3,7
제2외국어 한문,스페인어 I,38,4,9
제2외국어 한문,스페인어 I,37,21,14
제2외국어 한문,스페인어 I,36,17,12
제2외국어 한문,스페인어 I,35,7,8
제2외국어 한문,스페인어 I,34,12,15
제2외국어 한문,스페인어 I,33,25,13
제2외국어 한문,스페인어 I,32,6,7
제2외국어 한문,스페인어 I,31,3,1
제2외국어 한문,스페인어 I,30,2,8
제2외국어 한문,스페인어 I,27,0,1
제2외국어 한문,중국어 I,67,0,1
제2외국어 한문,중국어 I,65,9,23
제2외국어 한문,중국어 I,64,21,58
제2외국어 한문,중국어 I,63,0,7
제2외국어 한문,중국어 I,62,42,98
제2외국어 한문,중국어 I,61,64,151
제2외국어 한문,중국어 I,60,6,30
제2외국어 한문,중국어 I,59,49,123
제2외국어 한문,중국어 I,58,6,40
제2외국어 한문,중국어 I,57,42,102
제2외국어 한문,중국어 I,56,30,102
제2외국어 한문,중국어 I,55,16,45
제2외국어 한문,중국어 I,54,22,72
제2외국어 한문,중국어 I,53,11,51
제2외국어 한문,중국어 I,52,9,44
제2외국어 한문,중국어 I,51,28,94
제2외국어 한문,중국어 I,50,10,39
제2외국어 한문,중국어 I,49,12,34
제2외국어 한문,중국어 I,48,12,40
제2외국어 한문,중국어 I,47,18,65
제2외국어 한문,중국어 I,46,11,19
제2외국어 한문,중국어 I,45,13,37
제2외국어 한문,중국어 I,44,8,22
제2외국어 한문,중국어 I,43,5,26
제2외국어 한문,중국어 I,42,25,60
제2외국어 한문,중국어 I,41,18,28
제2외국어 한문,중국어 I,40,15,39
제2외국어 한문,중국어 I,39,18,27
제2외국어 한문,중국어 I,38,14,30
제2외국어 한문,중국어 I,37,37,66
제2외국어 한문,중국어 I,36,33,53
제2외국어 한문,중국어 I,35,17,37
제2외국어 한문,중국어 I,34,13,29
제2외국어 한문,중국어 I,33,21,38
제2외국어 한문,중국어 I,32,23,32
제2외국어 한문,중국어 I,31,7,15
제2외국어 한문,중국어 I,30,6,6
제2외국어 한문,중국어 I,29,2,8
제2외국어 한문,중국어 I,28,2,2
제2외국어 한문,중국어 I,26,2,1
제2외국어 한문,일본어 I,69,2,5
제2외국어 한문,일본어 I,68,17,28
제2외국어 한문,일본어 I,67,1,7
제2외국어 한문,일본어 I,66,27,42
제2외국어 한문,일본어 I,65,6,11
제2외국어 한문,일본어 I,64,47,67
제2외국어 한문,일본어 I,63,23,17
제2외국어 한문,일본어 I,62,48,76
제2외국어 한문,일본어 I,61,26,26
제2외국어 한문,일본어 I,60,35,66
제2외국어 한문,일본어 I,59,84,108
제2외국어 한문,일본어 I,58,31,35
제2외국어 한문,일본어 I,57,34,72
제2외국어 한문,일본어 I,56,41,44
제2외국어 한문,일본어 I,55,39,60
제2외국어 한문,일본어 I,54,39,48
제2외국어 한문,일본어 I,53,38,57
제2외국어 한문,일본어 I,52,40,55
제2외국어 한문,일본어 I,51,36,48
제2외국어 한문,일본어 I,50,77,99
제2외국어 한문,일본어 I,49,36,57
제2외국어 한문,일본어 I,48,24,46
제2외국어 한문,일본어 I,47,22,51
제2외국어 한문,일본어 I,46,26,50
제2외국어 한문,일본어 I,45,18,31
제2외국어 한문,일본어 I,44,26,42
제2외국어 한문,일본어 I,43,22,41
제2외국어 한문,일본어 I,42,18,44
제2외국어 한문,일본어 I,41,57,73
제2외국어 한문,일본어 I,40,21,46
제2외국어 한문,일본어 I,39,23,33
제2외국어 한문,일본어 I,38,28,38
제2외국어 한문,일본어 I,37,36,40
제2외국어 한문,일본어 I,36,28,31
제2외국어 한문,일본어 I,35,25,34
제2외국어 한문,일본어 I,34,27,37
제2외국어 한문,일본어 I,33,40,50
제2외국어 한문,일본어 I,32,21,13
제2외국어 한문,일본어 I,31,11,12
제2외국어 한문,일본어 I,30,11,5
제2외국어 한문,일본어 I,29,5,4
제2외국어 한문,일본어 I,28,2,3
제2외국어 한문,일본어 I,27,0,1
제2외국어 한문,일본어 I,26,2,0
제2외국어 한문,러시아어 I,68,2,5
제2외국어 한문,러시아어 I,67,4,8
제2외국어 한문,러시아어 I,66,6,12
제2외국어 한문,러시아어 I,65,11,19
제2외국어 한문,러시아어 I,64,0,6
제2외국어 한문,러시아어 I,63,5,16
제2외국어 한문,러시아어 I,62,4,11
제2외국어 한문,러시아어 I,61,8,9
제2외국어 한문,러시아어 I,60,2,6
제2외국어 한문,러시아어 I,59,4,7
제2외국어 한문,러시아어 I,58,0,4
제2외국어 한문,러시아어 I,57,0,6
제2외국어 한문,러시아어 I,56,4,6
제2외국어 한문,러시아어 I,55,2,2
제2외국어 한문,러시아어 I,54,1,2
제2외국어 한문,러시아어 I,53,2,1
제2외국어 한문,러시아어 I,52,4,6
제2외국어 한문,러시아어 I,51,1,2
제2외국어 한문,러시아어 I,50,1,4
제2외국어 한문,러시아어 I,49,2,1
제2외국어 한문,러시아어 I,48,5,6
제2외국어 한문,러시아어 I,47,1,8
제2외국어 한문,러시아어 I,46,9,6
제2외국어 한문,러시아어 I,45,6,10
제2외국어 한문,러시아어 I,44,16,21
제2외국어 한문,러시아어 I,43,8,15
제2외국어 한문,러시아어 I,42,31,36
제2외국어 한문,러시아어 I,41,14,15
제2외국어 한문,러시아어 I,40,20,28
제2외국어 한문,러시아어 I,39,8,4
제2외국어 한문,러시아어 I,38,7,6
제2외국어 한문,러시아어 I,37,4,0
제2외국어 한문,아랍어 I,100,3,2
제2외국어 한문,아랍어 I,97,8,15
제2외국어 한문,아랍어 I,96,1,2
제2외국어 한문,아랍어 I,94,15,16
제2외국어 한문,아랍어 I,93,3,3
제2외국어 한문,아랍어 I,92,21,17
제2외국어 한문,아랍어 I,90,14,9
제2외국어 한문,아랍어 I,89,17,19
제2외국어 한문,아랍어 I,87,19,11
제2외국어 한문,아랍어 I,86,22,15
제2외국어 한문,아랍어 I,85,19,21
제2외국어 한문,아랍어 I,83,15,13
제2외국어 한문,아랍어 I,82,18,23
제2외국어 한문,아랍어 I,81,23,17
제2외국어 한문,아랍어 I,79,22,12
제2외국어 한문,아랍어 I,78,27,21
제2외국어 한문,아랍어 I,76,19,22
제2외국어 한문,아랍어 I,75,25,11
제2외국어 한문,아랍어 I,74,36,33
제2외국어 한문,아랍어 I,72,33,27
제2외국어 한문,아랍어 I,71,37,36
제2외국어 한문,아랍어 I,69,33,37
제2외국어 한문,아랍어 I,68,40,53
제2외국어 한문,아랍어 I,67,43,72
제2외국어 한문,아랍어 I,65,42,86
제2외국어 한문,아랍어 I,64,65,95
제2외국어 한문,아랍어 I,63,60,101
제2외국어 한문,아랍어 I,61,97,96
제2외국어 한문,아랍어 I,60,95,153
제2외국어 한문,아랍어 I,58,124,194
제2외국어 한문,아랍어 I,57,180,242
제2외국어 한문,아랍어 I,56,209,264
제2외국어 한문,아랍어 I,54,209,319
제2외국어 한문,아랍어 I,53,302,414
제2외국어 한문,아랍어 I,51,337,485
제2외국어 한문,아랍어 I,50,380,570
제2외국어 한문,아랍어 I,49,440,624
제2외국어 한문,아랍어 I,47,445,690
제2외국어 한문,아랍어 I,46,630,904
제2외국어 한문,아랍어 I,44,497,708
제2외국어 한문,아랍어 I,43,423,592
제2외국어 한문,아랍어 I,42,401,598
제2외국어 한문,아랍어 I,40,264,385
제2외국어 한문,아랍어 I,39,222,256
제2외국어 한문,아랍어 I,38,137,161
제2외국어 한문,아랍어 I,36,75,86
제2외국어 한문,아랍어 I,35,37,53
제2외국어 한문,아랍어 I,33,14,22
제2외국어 한문,아랍어 I,32,3,8
제2외국어 한문,아랍어 I,31,3,4
제2외국어 한문,베트남어 I,67,3,7
제2외국어 한문,베트남어 I,66,15,23
제2외국어 한문,베트남어 I,65,40,43
제2외국어 한문,베트남어 I,64,9,8
제2외국어 한문,베트남어 I,63,22,52
제2외국어 한문,베트남어 I,62,34,54
제2외국어 한문,베트남어 I,61,8,16
제2외국어 한문,베트남어 I,60,21,21
제2외국어 한문,베트남어 I,59,33,39
제2외국어 한문,베트남어 I,58,12,19
제2외국어 한문,베트남어 I,57,18,37
제2외국어 한문,베트남어 I,56,5,20
제2외국어 한문,베트남어 I,55,14,13
제2외국어 한문,베트남어 I,54,17,29
제2외국어 한문,베트남어 I,53,6,8
제2외국어 한문,베트남어 I,52,17,20
제2외국어 한문,베트남어 I,51,5,15
제2외국어 한문,베트남어 I,50,16,15
제2외국어 한문,베트남어 I,49,13,25
제2외국어 한문,베트남어 I,48,13,8
제2외국어 한문,베트남어 I,47,22,34
제2외국어 한문,베트남어 I,46,8,17
제2외국어 한문,베트남어 I,45,7,14
제2외국어 한문,베트남어 I,44,28,31
제2외국어 한문,베트남어 I,43,15,28
제2외국어 한문,베트남어 I,42,43,57
제2외국어 한문,베트남어 I,41,12,24
제2외국어 한문,베트남어 I,40,15,37
제2외국어 한문,베트남어 I,39,45,74
제2외국어 한문,베트남어 I,38,34,38
제2외국어 한문,베트남어 I,37,22,24
제2외국어 한문,베트남어 I,36,20,28
제2외국어 한문,베트남어 I,35,4,9
제2외국어 한문,베트남어 I,34,12,6
제2외국어 한문,베트남어 I,33,2,1
제2외국어 한문,베트남어 I,32,1,0
제2외국어 한문,베트남어 I,31,2,0
제2외국어 한문,한문 I,67,35,18
제2외국어 한문,한문 I,66,3,1
제2외국어 한문,한문 I,65,48,22
제2외국어 한문,한문 I,64,40,26
제2외국어 한문,한문 I,63,13,5
제2외국어 한문,한문 I,62,26,27
제2외국어 한문,한문 I,61,9,8
제2외국어 한문,한문 I,60,38,20
제2외국어 한문,한문 I,59,15,11
제2외국어 한문,한문 I,58,11,7
제2외국어 한문,한문 I,57,30,20
제2외국어 한문,한문 I,56,13,15
제2외국어 한문,한문 I,55,20,11
제2외국어 한문,한문 I,54,14,14
제2외국어 한문,한문 I,53,32,33
제2외국어 한문,한문 I,52,16,20
제2외국어 한문,한문 I,51,14,15
제2외국어 한문,한문 I,50,34,29
제2외국어 한문,한문 I,49,15,13
제2외국어 한문,한문 I,48,22,12
제2외국어 한문,한문 I,47,21,15
제2외국어 한문,한문 I,46,26,35
제2외국어 한문,한문 I,45,16,13
제2외국어 한문,한문 I,44,17,16
제2외국어 한문,한문 I,43,23,53
제2외국어 한문,한문 I,42,14,22
제2외국어 한문,한문 I,41,19,25
제2외국어 한문,한문 I,40,21,24
제2외국어 한문,한문 I,39,25,37
제2외국어 한문,한문 I,38,13,24
제2외국어 한문,한문 I,37,16,17
제2외국어 한문,한문 I,36,21,26
제2외국어 한문,한문 I,35,15,14
제2외국어 한문,한문 I,34,6,9
제2외국어 한문,한문 I,33,6,10
제2외국어 한문,한문 I,32,6,9
제2외국어 한문,한문 I,31,4,1
제2외국어 한문,한문 I,30,1,1
제2외국어 한문,한문 I,29,1,1
